endpoint;path;field;description;changeType;oldValue;currentValue
"consents/{consentId}/extends/";"post/responses/201/links/properties";"next";"Removido - ""next""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/201/links/properties";"prev";"Removido - ""prev""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/201/meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/201/meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/201/meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/201/meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/400//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/400//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/400//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/400//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/401//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/401//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/401//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/401//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/403//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/403//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/403//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/403//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/404//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/404//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/404//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/404//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/405//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/405//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/405//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/405//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/406//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/406//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/406//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/406//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/415//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/415//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/415//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/415//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/422//errors/items/code";"description";"Alterado - ""description""";"Alteração";"Códigos de erros previstos na durante o processo de extensão do consentimento:
 - DEPENDE_MULTIPLA_ALCADA: Necessário aprovação de múltipla alçada.
 - REFRESH_TOKEN_JWT: Refresh token não pode ser expandido.
 - ESTADO_CONSENTIMENTO_INVALIDO: Estado inválido do consentimento.
 - DATA_EXPIRACAO_INVALIDA: Nova data para expiração do consentimento é inválida.
";"Códigos de erros previstos na durante o processo de extensão do consentimento:
 - DEPENDE_MULTIPLA_ALCADA: Necessário aprovação de múltipla alçada.
 - ESTADO_CONSENTIMENTO_INVALIDO: Estado inválido do consentimento.
 - DATA_EXPIRACAO_INVALIDA: Nova data para expiração do consentimento é inválida.
"
"consents/{consentId}/extends/";"post/responses/422//errors/items/code/enum";"REFRESH_TOKEN_JWT";"Removido - ""REFRESH_TOKEN_JWT""";"Remoção";"enum";""
"consents/{consentId}/extends/";"post/responses/422//errors/items/detail";"description";"Alterado - ""description""";"Alteração";"Título específico do erro reportado, de acordo com o código enviado:
- DEPENDE_MULTIPLA_ALCADA: O consentimento informado não pode ser renovado sem redirecionamento porque depende de múltipla alçada para aprovação.
- REFRESH_TOKEN_JWT: O consentimento informado não pode ser renovado sem redirecionamento porque está vinculado a um refresh token JWT e não pode ter seu prazo de validade alterado.
- ESTADO_CONSENTIMENTO_INVALIDO: O consentimento informado não pode ser renovado sem redirecionamento porque está em um estado que não permite a renovação.
- DATA_EXPIRACAO_INVALIDA: O consentimento informado não pode ser renovado pois a nova data de expiração não segue a convenção do ecossistema.
";"Título específico do erro reportado, de acordo com o código enviado:
- DEPENDE_MULTIPLA_ALCADA: O consentimento informado não pode ser renovado sem redirecionamento porque depende de múltipla alçada para aprovação.
- ESTADO_CONSENTIMENTO_INVALIDO: O consentimento informado não pode ser renovado sem redirecionamento porque está em um estado que não permite a renovação.
- DATA_EXPIRACAO_INVALIDA: O consentimento informado não pode ser renovado pois a nova data de expiração não segue a convenção do ecossistema.
"
"consents/{consentId}/extends/";"post/responses/422//errors/items/title";"description";"Alterado - ""description""";"Alteração";"Título específico do erro reportado, de acordo com o código enviado:
- DEPENDE_MULTIPLA_ALCADA: Necessário aprovação de múltipla alçada.
- REFRESH_TOKEN_JWT: Refresh token não pode ser expandido.
- ESTADO_CONSENTIMENTO_INVALIDO: Estado inválido do consentimento.
- DATA_EXPIRACAO_INVALIDA: Nova data para expiração do consentimento é inválida.
";"Título específico do erro reportado, de acordo com o código enviado:
- DEPENDE_MULTIPLA_ALCADA: Necessário aprovação de múltipla alçada.
- ESTADO_CONSENTIMENTO_INVALIDO: Estado inválido do consentimento.
- DATA_EXPIRACAO_INVALIDA: Nova data para expiração do consentimento é inválida.
"
"consents/{consentId}/extends/";"post/responses/422//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/422//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/422//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/422//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/429//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/429//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/429//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/429//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/500//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/500//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/500//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/500//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/504//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/504//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/504//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/504//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/529//meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/529//meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/529//meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/529//meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/default/meta/properties";"totalPages";"Removido obrigatóriedade no campo 'totalPages'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/default/meta/properties";"totalPages";"Removido - ""totalPages""";"Remoção";"";""
"consents/{consentId}/extends/";"post/responses/default/meta/properties";"totalRecords";"Removido obrigatóriedade no campo 'totalRecords'";"Remoção";"required";""
"consents/{consentId}/extends/";"post/responses/default/meta/properties";"totalRecords";"Removido - ""totalRecords""";"Remoção";"";""
